AAH,1020,001,Survey of Art & Arch Hist II,46%,42%,11%,0%,0%,0%,0%,1%,"Lauritis, Beth Ann",
AAH,2060,001,Art History and Theory II,76%,24%,0%,0%,0%,0%,0%,0%,"Feeser, Andrea V",
ACCT,2010,001,Financial Accounting Concepts,61%,20%,10%,5%,0%,0%,2%,2%,"McCorkle, Emily Suza",
ACCT,2010,002,Financial Accounting Concepts,31%,43%,19%,5%,2%,0%,0%,0%,"McCorkle, Emily Suza",
ACCT,2010,003,Financial Accounting Concepts,18%,52%,20%,5%,2%,0%,0%,2%,"Schleifer, Lydia Lan",
ACCT,2010,004,Financial Accounting Concepts,45%,33%,10%,3%,3%,0%,0%,8%,"Philo, Annieka C",
ACCT,2010,005,Financial Accounting Concepts,30%,43%,15%,8%,3%,0%,0%,3%,"Philo, Annieka C",
ACCT,2010,006,Financial Accounting Concepts,20%,43%,25%,5%,3%,0%,0%,5%,"Philo, Annieka C",
ACCT,2010,007,Financial Accounting Concepts,16%,48%,23%,2%,7%,0%,0%,5%,"Schleifer, Lydia Lan",
ACCT,2010,008,Financial Accounting Concepts,7%,40%,37%,7%,2%,0%,0%,7%,"Schleifer, Lydia Lan",
ACCT,2010,009,Financial Accounting Concepts,35%,33%,20%,3%,10%,0%,0%,0%,"Philo, Annieka C",
ACCT,2010,010,Financial Accounting Concepts,16%,25%,25%,9%,9%,0%,0%,16%,"Prater, Mary Ann M",
ACCT,2010,011,Financial Accounting Concepts,31%,40%,11%,3%,6%,0%,0%,9%,"Tegen, Charles A",
ACCT,2010,012,Financial Accounting Concepts,30%,38%,13%,0%,8%,0%,0%,13%,"Birtwistle, Lisa Whe",
ACCT,2010,013,Financial Accounting Concepts,41%,31%,21%,3%,0%,0%,5%,0%,"Birtwistle, Lisa Whe",
ACCT,2010,014,Financial Accounting Concepts,46%,36%,13%,0%,5%,0%,0%,0%,"Birtwistle, Lisa Whe",
ACCT,2010,015,Financial Accounting Concepts,34%,39%,15%,7%,5%,0%,0%,0%,"Barnes, James D",
ACCT,2010,016,Financial Accounting Concepts,37%,33%,14%,5%,7%,0%,0%,5%,"Barnes, James D",
