AAH,1020,001,Survey of Art & Arch Hist II,40%,49%,9%,0%,0%,0%,0%,1%,"Lauritis, Beth Ann",
AAH,2060,001,Art History and Theory II,48%,29%,24%,0%,0%,0%,0%,0%,"Feeser, Andrea V",
AAH,2100,001,Intro to Art and Architecture,39%,32%,14%,4%,7%,0%,0%,4%,"Dorsey, Lydia Jane",
AAH,2100,002,Intro to Art and Architecture,29%,36%,29%,0%,4%,0%,0%,4%,"Dorsey, Lydia Jane",
AAH,2100,003,Intro to Art and Architecture,21%,54%,11%,7%,0%,0%,0%,7%,"Dorsey, Lydia Jane",
AAH,2100,004,Intro to Art and Architecture,22%,22%,26%,11%,0%,0%,0%,19%,"Dorsey, Lydia Jane",
ACCT,2010,001,Financial Accounting Concepts,19%,30%,21%,12%,9%,0%,0%,9%,"Pearse, Suzanne",
ACCT,2010,002,Financial Accounting Concepts,32%,17%,13%,9%,9%,0%,0%,21%,"Schleifer, Lydia Lan",
ACCT,2010,003,Financial Accounting Concepts,18%,32%,25%,2%,9%,0%,0%,14%,"Pearse, Suzanne",
ACCT,2010,004,Financial Accounting Concepts,12%,20%,30%,16%,10%,0%,0%,12%,"Maiberger, Philip A",
ACCT,2010,005,Financial Accounting Concepts,12%,37%,24%,4%,6%,0%,0%,16%,"Maiberger, Philip A",
ACCT,2010,006,Financial Accounting Concepts,29%,38%,10%,5%,5%,0%,0%,14%,"Pearse, Suzanne",
ACCT,2010,007,Financial Accounting Concepts,30%,13%,22%,15%,4%,0%,0%,15%,"Schleifer, Lydia Lan",
ACCT,2010,008,Financial Accounting Concepts,31%,20%,20%,11%,11%,0%,0%,7%,"Schleifer, Lydia Lan",
ACCT,2010,009,Financial Accounting Concepts,9%,23%,36%,16%,0%,0%,0%,16%,"Guffey, The Estate o",
ACCT,2010,010,Financial Accounting Concepts,17%,27%,23%,3%,10%,0%,0%,20%,"Guffey, The Estate o",
ACCT,2010,011,Financial Accounting Concepts,13%,30%,16%,13%,14%,0%,0%,14%,"McMillan, Jeffrey J",
ACCT,2010,012,Financial Accounting Concepts,16%,14%,20%,26%,8%,0%,0%,16%,"Maiberger, Philip A",
ACCT,2010,013,Fin Acct Concepts (HON),62%,31%,8%,0%,0%,0%,0%,0%,"Guffey, The Estate o",H
ACCT,2020,001,Managerial Accounting Concepts,22%,33%,20%,12%,2%,0%,0%,10%,"Philo, Annieka C",
ACCT,2020,002,Managerial Accounting Concepts,33%,30%,24%,6%,6%,0%,0%,2%,"Philo, Annieka C",
ACCT,2020,003,Managerial Accounting Concepts,35%,24%,28%,4%,4%,0%,0%,6%,"Philo, Annieka C",
ACCT,2020,004,Managerial Accounting Concepts,33%,35%,15%,9%,4%,0%,0%,4%,"Philo, Annieka C",
ACCT,2020,005,Managerial Accounting Concepts,14%,18%,39%,5%,0%,0%,0%,25%,"Anderson, Henry K.",
ACCT,2020,006,Managerial Accounting Concepts,26%,30%,20%,7%,2%,0%,0%,15%,"Anderson, Henry K.",
ACCT,2020,008,Managerial Accounting Concepts,14%,11%,20%,17%,9%,0%,0%,29%,"Anderson, Henry K."
ACCT,3030,001,Cost Accounting,28%,35%,23%,5%,2%,0%,0%,6%,"Kennedy, Frances A"
ACCT,3030,003,Cost Accounting,35%,43%,14%,5%,0%,0%,0%,3%,"Hawk, Holly Rhiannio"
ACCT,3030,004,Cost Accounting,24%,50%,13%,0%,3%,0%,0%,11%,"Hawk, Holly Rhiannio"
ACCT,3110,001,Intermed Financial Acct I,20%,50%,20%,3%,0%,0%,0%,8%,"Knause, Terry Daniel"
ACCT,3110,002,Intermed Financial Acct I,41%,44%,15%,0%,0%,0%,0%,0%,"Knause, Terry Daniel"
ACCT,3110,003,Intermed Financial Acct I,22%,45%,29%,2%,0%,0%,0%,2%,"Knause, Terry Daniel"
ACCT,3110,004,Intermed Financial Acct I,31%,57%,9%,2%,0%,0%,0%,0%,"Knause, Terry Daniel"
ACCT,3120,001,Intermed Financial Acct II,33%,45%,18%,3%,0%,0%,0%,3%,"Madray, J Russell"
ACCT,3120,002,Intermed Financial Acct II,32%,38%,15%,4%,4%,0%,0%,6%,"Madray, J Russell"
ACCT,3120,003,Intermed Financial Acct II,5%,28%,21%,26%,18%,0%,0%,3%,"Carver, Brian Todd"
ACCT,3120,004,Intermed Financial Acct II,3%,18%,38%,24%,18%,0%,0%,0%,"Carver, Brian Todd"
ACCT,3130,001,Intermed Financial Acct III,28%,38%,31%,3%,0%,0%,0%,0%,"Madray, J Russell"
ACCT,3130,002,Intermed Financial Acct III,27%,41%,24%,3%,5%,0%,0%,0%,"Madray, J Russell"
ACCT,3130,003,Intermed Financial Acct III,11%,48%,26%,11%,4%,0%,0%,0%,"Irving, James H"
ACCT,3130,004,Intermed Financial Acct III,36%,55%,9%,0%,0%,0%,0%,0%,"Irving, James H"
ACCT,3220,001,Accounting Information Systems,28%,28%,40%,3%,0%,0%,0%,3%,"Harp, Nancy Lee"
ACCT,3220,002,Accounting Information Systems,26%,18%,38%,8%,8%,0%,0%,3%,"Harp, Nancy Lee"
ACCT,3220,003,Accounting Information Systems,19%,49%,19%,11%,0%,0%,0%,3%,"Harp, Nancy Lee"
ACCT,4040,001,Individual Taxation,76%,18%,3%,0%,3%,0%,0%,0%,"Martin, Sarah L"
ACCT,4040,002,Individual Taxation,88%,5%,7%,0%,0%,0%,0%,0%,"Martin, Sarah L"
ACCT,4100,001,Reporting and Mgmt Control Sys,36%,46%,13%,0%,0%,0%,0%,5%,"Kohlmeyer, James Mil"
ACCT,4100,002,Reporting and Mgmt Control Sys,19%,73%,8%,0%,0%,0%,0%,0%,"Kohlmeyer, James Mil"
ACCT,4150,001,Auditing,16%,46%,27%,8%,0%,0%,0%,3%,"Pearse, Suzanne"
ACCT,4150,002,Auditing,29%,48%,19%,3%,0%,0%,0%,0%,"Hollingsworth, Carl"
ACCT,8520,001,Fin Acct Theory/Res,38%,50%,13%,0%,0%,0%,0%,0%,"Welton, Ralph E"
ACCT,8520,002,Fin Acct Theory/Res,32%,58%,10%,0%,0%,0%,0%,0%,"Welton, Ralph E"
ACCT,8540,001,Prof Responsibility,86%,14%,0%,0%,0%,0%,0%,0%,"Radtke, Robin R"
ACCT,8710,001,Corporate Taxation,46%,51%,3%,0%,0%,0%,0%,0%,"Dalton, Derek W."
ACCT,8710,002,Corporate Taxation,41%,53%,6%,0%,0%,0%,0%,0%,"Dalton, Derek W."
AGED,1000,001,Orientation & Field Experience,85%,7%,4%,0%,0%,0%,0%,4%,"Fravel, Philip M"
AGED,2030,001,Teaching Agriscience,75%,25%,0%,0%,0%,0%,0%,0%,"Byrd, Alex P"
AGED,4160,001,Ethics and Issues,81%,19%,0%,0%,0%,0%,0%,0%,"Player, W Kirby"
AGM,2050,001,Prin of Fabrication,13%,45%,30%,5%,0%,0%,0%,7%,"Massey, Hunter F"
AGM,2060,001,Machinery Mgt,15%,36%,30%,9%,3%,0%,0%,6%,"Massey, Hunter F"
AGM,2210,001,Land Measurements,31%,42%,19%,8%,0%,0%,0%,0%,"Privette, Charles V"
